arm,decision_id,source_line,generation_success,tool,disposition,graph_status,scalar_risk,typed_generation_invalid,observed_generation_invalid,trigger,trigger_source,request_retry,schema_issues,original_schema_replay,repaired_schema_replay,selected_index
original_controller,d0000000-c0,1,True,generate_structures,rejected_not_executed,succeeded,0.4991152584552765,6.247363996784457e-234,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,1
original_controller,d0000000-c1,2,True,get_buffer_stats,executed,unavailable,0.4996511936187744,9.21080746368807e-178,0,,,False,,,,1
original_controller,d0000001-c0,3,True,generate_structures,invalid_not_executed,unavailable,0.4993705451488495,7.208659478880129e-41,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000001-c1,4,True,generate_structures,invalid_not_executed,unavailable,0.4994973838329315,7.643776760992042e-101,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000002-c0,5,False,,rejected_not_executed,unavailable,1.0,0.34548917509287425,1,generation_invalid,local_schema_validation,True,expected_allowed_tool_and_arguments_object,expected_allowed_tool_and_arguments_object,expected_allowed_tool_and_arguments_object,1
original_controller,d0000002-c1,6,True,generate_structures,executed,unavailable,0.4995323121547699,1.678784000578785e-134,0,,,False,,,,1
original_controller,d0000003-c0,7,True,generate_structures,invalid_not_executed,unavailable,0.49956563115119934,1.5948310736383494e-131,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000003-c1,8,True,generate_structures,invalid_not_executed,unavailable,0.4995499849319458,5.517017473785723e-183,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000004-c0,9,True,generate_structures,invalid_not_executed,unavailable,0.49945366382598877,1.082043667672253e-130,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000004-c1,10,True,generate_structures,invalid_not_executed,unavailable,0.4995035231113434,4.4772253167236787e-153,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000005-c0,11,True,generate_structures,rejected_not_executed,unavailable,0.49953004717826843,1.917637381929735e-159,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,1
original_controller,d0000005-c1,12,True,get_buffer_stats,executed,unavailable,0.49953266978263855,4.809331633480473e-172,0,,,False,,,,1
original_controller,d0000006-c0,13,True,generate_structures,invalid_not_executed,unavailable,0.4995374083518982,1.453655782795568e-163,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000006-c1,14,True,generate_structures,invalid_not_executed,unavailable,0.4995344579219818,3.2758291961192133e-187,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000007-c0,15,True,generate_structures,invalid_not_executed,unavailable,0.49893975257873535,1.0,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000007-c1,16,True,generate_structures,invalid_not_executed,unavailable,0.4994414150714874,1.1240553967197268e-169,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000008-c0,17,True,generate_structures,rejected_not_executed,unavailable,0.4992986023426056,3.203095296026727e-86,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,1
original_controller,d0000008-c1,18,True,get_buffer_stats,executed,unavailable,0.49948060512542725,2.1525954637030874e-151,0,,,False,,,,1
original_controller,d0000009-c0,19,True,generate_structures,invalid_not_executed,unavailable,0.49940162897109985,3.3261221177955586e-139,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000009-c1,20,True,generate_structures,invalid_not_executed,unavailable,0.4994220733642578,7.123028988899114e-160,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,
original_controller,d0000012-c0,21,True,generate_structures,executed,succeeded,0.4998493790626526,1.2190415352038963e-08,0,,,False,,,,0
original_controller,d0000013-c0,22,True,generate_structures,executed,succeeded,0.5002555847167969,3.0583655862841553e-86,0,,,False,,,,0
original_controller,d0000014-c0,23,True,select_for_evaluation,executed,succeeded,0.5009958148002625,4.2533189550093775e-166,0,,,False,,,,0
original_controller,d0000015-c0,24,True,select_for_evaluation,executed,succeeded,0.5007874965667725,8.379187593995044e-125,0,,,False,,,,0
original_controller,d0000016-c0,25,True,select_for_evaluation,executed,succeeded,0.5007946491241455,4.7863663824093844e-129,0,,,False,,,,0
original_controller,d0000017-c0,26,True,select_for_evaluation,executed,succeeded,0.5005901455879211,2.3005556837096114e-104,0,,,False,,,,0
original_controller,d0000018-c0,27,True,select_for_evaluation,executed,succeeded,0.5005209445953369,1.858497396050184e-92,0,,,False,,,,0
original_controller,d0000019-c0,28,True,select_for_evaluation,executed,succeeded,0.500523030757904,1.4692615255143435e-90,0,,,False,,,,0
original_controller,d0000020-c0,29,True,select_for_evaluation,executed,succeeded,0.5005895495414734,4.795138969639296e-98,0,,,False,,,,0
original_controller,d0000021-c0,30,True,generate_structures,executed,succeeded,0.5005140900611877,5.683898794297674e-88,0,,,False,,,,0
original_controller,d0000022-c0,31,True,select_for_evaluation,executed,succeeded,0.4998667538166046,1.8402851951153997e-55,0,,,False,,,,0
original_controller,d0000023-c0,32,True,select_for_evaluation,executed,succeeded,0.49998044967651367,2.3930229845327505e-113,0,,,False,,,,0
original_controller,d0000024-c0,33,True,select_for_evaluation,executed,succeeded,0.4997870624065399,6.133593627498291e-92,0,,,False,,,,0
original_controller,d0000025-c0,34,True,select_for_evaluation,executed,succeeded,0.4998585283756256,1.072352585554015e-105,0,,,False,,,,0
original_controller,d0000026-c0,35,True,select_for_evaluation,executed,succeeded,0.5008071660995483,1.0871338360889677e-126,0,,,False,,,,0
original_controller,d0000027-c0,36,True,select_for_evaluation,executed,succeeded,0.5007917284965515,1.0698892564215055e-136,0,,,False,,,,0
original_controller,d0000028-c0,37,True,select_for_evaluation,executed,succeeded,0.5008718371391296,1.8775317444778223e-127,0,,,False,,,,0
original_controller,d0000029-c0,38,True,select_for_evaluation,executed,succeeded,0.500980019569397,1.4669576231579627e-135,0,,,False,,,,0
original_controller,d0000030-c0,39,False,select_for_evaluation,rejected_not_executed,succeeded,1.0,1.2978737798502507e-130,1,generation_invalid,local_schema_validation,True,unknown_tool_arguments,unknown_tool_arguments,unknown_tool_arguments,1
original_controller,d0000030-c1,40,True,query_structures,executed,succeeded,0.5007438659667969,5.494194062154934e-127,0,,,False,,,,1
original_controller,d0000031-c0,41,True,select_for_evaluation,executed,succeeded,0.49993324279785156,6.044309319895191e-77,0,,,False,,,,0
original_controller,d0000032-c0,42,True,generate_structures,executed,succeeded,0.4998053014278412,7.966903681123082e-103,0,,,False,,,,0
original_controller,d0000033-c0,43,True,select_for_evaluation,executed,succeeded,0.49993371963500977,2.087270287710432e-65,0,,,False,,,,0
original_controller,d0000034-c0,44,True,select_for_evaluation,executed,succeeded,0.4998892843723297,3.3761668893755702e-74,0,,,False,,,,0
original_controller,d0000035-c0,45,True,select_for_evaluation,executed,succeeded,0.4998514950275421,6.408122410370089e-113,0,,,False,,,,0
original_controller,d0000036-c0,46,True,select_for_evaluation,executed,succeeded,0.5008822083473206,7.454846349618263e-143,0,,,False,,,,0
original_controller,d0000037-c0,47,True,select_for_evaluation,executed,succeeded,0.5009198188781738,3.4099193961313157e-132,0,,,False,,,,0
original_controller,d0000038-c0,48,True,select_for_evaluation,executed,succeeded,0.5009159445762634,1.0620855610024598e-124,0,,,False,,,,0
original_controller,d0000039-c0,49,True,select_for_evaluation,executed,succeeded,0.5008677840232849,1.2011449632891012e-130,0,,,False,,,,0
original_controller,d0000040-c0,50,True,select_for_evaluation,executed,succeeded,0.5007738471031189,8.160068118605588e-115,0,,,False,,,,0
original_controller,d0000041-c0,51,True,select_for_evaluation,executed,succeeded,0.500683069229126,1.2665059049348655e-115,0,,,False,,,,0
original_controller,d0000042-c0,52,True,select_for_evaluation,executed,succeeded,0.5006937980651855,2.289875748079203e-100,0,,,False,,,,0
original_controller,d0000043-c0,53,True,select_for_evaluation,executed,succeeded,0.5007657408714294,8.862413603983809e-112,0,,,False,,,,0
original_controller,d0000044-c0,54,True,select_for_evaluation,executed,succeeded,0.5008135437965393,1.723777046841532e-117,0,,,False,,,,0
original_controller,d0000045-c0,55,True,select_for_evaluation,executed,succeeded,0.500678300857544,8.952156287650812e-112,0,,,False,,,,0
original_controller,d0000046-c0,56,True,select_for_evaluation,executed,succeeded,0.5006246566772461,4.733955036376239e-113,0,,,False,,,,0
original_controller,d0000047-c0,57,True,select_for_evaluation,executed,succeeded,0.5006266832351685,2.786838531393568e-107,0,,,False,,,,0
original_controller,d0000048-c0,58,True,select_for_evaluation,executed,succeeded,0.5004967451095581,1.3365237849210945e-98,0,,,False,,,,0
original_controller,d0000049-c0,59,True,select_for_evaluation,executed,succeeded,0.5007250308990479,7.881440567520304e-107,0,,,False,,,,0
original_controller,d0000050-c0,60,True,generate_structures,executed,succeeded,0.5005483627319336,3.482588888398116e-110,0,,,False,,,,0
original_controller,d0000051-c0,61,True,select_for_evaluation,executed,succeeded,0.5007937550544739,2.253500317968009e-127,0,,,False,,,,0
original_controller,d0000052-c0,62,True,select_for_evaluation,executed,succeeded,0.5008416175842285,9.253754675506208e-127,0,,,False,,,,0
original_controller,d0000053-c0,63,True,generate_structures,executed,succeeded,0.5006707906723022,8.912562879896922e-127,0,,,False,,,,0
original_controller,d0000054-c0,64,True,select_for_evaluation,executed,succeeded,0.5009792447090149,1.0440641432686428e-144,0,,,False,,,,0
original_controller,d0000055-c0,65,True,select_for_evaluation,executed,succeeded,0.5007345676422119,3.2908603359546e-115,0,,,False,,,,0
original_controller,d0000056-c0,66,True,generate_structures,executed,succeeded,0.5005837082862854,6.957221760800537e-107,0,,,False,,,,0
original_controller,d0000057-c0,67,True,select_for_evaluation,executed,succeeded,0.49998486042022705,1.3614003470339528e-22,0,,,False,,,,0
original_controller,d0000058-c0,68,True,select_for_evaluation,executed,succeeded,0.5009064078330994,1.3159935156718542e-133,0,,,False,,,,0
original_controller,d0000059-c0,69,True,select_for_evaluation,executed,succeeded,0.5009933114051819,1.6266816590663835e-134,0,,,False,,,,0
original_controller,d0000060-c0,70,True,select_for_evaluation,executed,succeeded,0.500837504863739,1.0055970232529481e-128,0,,,False,,,,0
original_controller,d0000061-c0,71,True,select_for_evaluation,executed,succeeded,0.5007312297821045,3.408691246544026e-111,0,,,False,,,,0
original_controller,d0000062-c0,72,True,generate_structures,rejected_not_executed,succeeded,0.5005003213882446,1.3869993725444298e-103,0,generation_invalid,local_schema_validation,True,explicit_compositions_required,explicit_compositions_required,,1
original_controller,d0000062-c1,73,True,query_structures,executed,unavailable,0.500481367111206,1.0,0,generation_invalid,predicted_failure_type,True,,,,1
original_controller,d0000063-c0,74,True,select_for_evaluation,rejected_not_executed,unavailable,0.5004377365112305,1.0,0,generation_invalid,predicted_failure_type,True,,,,1
original_controller,d0000063-c1,75,True,query_structures,executed,succeeded,0.4996594190597534,5.982165280979953e-69,0,,,False,,,,1
original_controller,d0000064-c0,76,True,select_for_evaluation,executed,succeeded,0.4997482895851135,5.05762347960664e-71,0,,,False,,,,0
original_controller,d0000065-c0,77,True,select_for_evaluation,executed,succeeded,0.49964743852615356,8.043656891322098e-110,0,,,False,,,,0
original_controller,d0000066-c0,78,True,generate_structures,executed,succeeded,0.49981141090393066,5.401516392485181e-130,0,,,False,,,,0
original_controller,d0000067-c0,79,True,select_for_evaluation,executed,succeeded,0.49980494379997253,5.2653864943466336e-92,0,,,False,,,,0
original_controller,d0000068-c0,80,True,select_for_evaluation,executed,succeeded,0.5010148882865906,4.677537128218071e-143,0,,,False,,,,0
original_controller,d0000069-c0,81,True,select_for_evaluation,executed,succeeded,0.5010209679603577,3.513537543143789e-131,0,,,False,,,,0
original_controller,d0000070-c0,82,True,select_for_evaluation,executed,succeeded,0.5010509490966797,1.0589234854181743e-143,0,,,False,,,,0
original_controller,d0000071-c0,83,True,select_for_evaluation,executed,succeeded,0.5008879899978638,2.619868427159899e-128,0,,,False,,,,0
original_controller,d0000072-c0,84,True,select_for_evaluation,executed,succeeded,0.5007941126823425,4.003755745312087e-130,0,,,False,,,,0
original_controller,d0000073-c0,85,True,select_for_evaluation,executed,succeeded,0.5008695125579834,1.3600807940667623e-126,0,,,False,,,,0
original_controller,d0000074-c0,86,True,select_for_evaluation,executed,succeeded,0.5009467005729675,9.240187700851938e-136,0,,,False,,,,0
