job_id,method,task_id,seed,attempt,ten_step_band,rpc_id,candidate_hash,reduced_formula,composition_arity,task_arity,uses_all_task_elements,stable,novel,stable_new,SUN_before,SUN_after,SUN_delta,reclassified_loss,candidate_hash_repeated_in_episode,official_energy_eV_per_atom,official_e_above_hull,LP_e_above_hull,LP_abs_error,signed_energy_minus_initial_hull_eV_per_atom,local_hull_lowering_eV_per_atom
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,1,1,6,421c08939a7e0328ce5ffc387be883b9a537313c3144caf78a29bfce16897f6e,Ag1 Pt1 Tb1,3,5,False,False,True,0,0,0,0,0,False,-5.178290367126465,0.11808109283447443,0.11808109283447266,1.7763568394002505e-15,0.11808109283447266,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,2,1,8,0fc62e816dc27e2dcf1a46b83dd83a39c957a9a28eff3cb2808f84f50be75d0d,Ag1 Nd1 Pt1,3,5,False,False,True,0,0,0,0,0,False,-5.124493916829427,0.13553555806478101,0.13553555806477835,2.6645352591003757e-15,0.13553555806477835,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,3,1,14,6be2f2363f4cd2e214eef473e1dcd5c65d76e89a1622fdad37fc018c08e0a071,Ag2 Pt1 Tb1,3,5,False,False,True,0,0,0,0,0,False,-4.492333889007568,0.15833616256713867,0.15833616256713867,0.0,0.15833616256713867,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,4,1,20,77fb165dbe49751398feac66aa8187518889dd4585a431ced506344747b778d7,Ag1 Pt1 Tb1,3,5,False,False,False,0,0,0,0,0,False,-5.178277969360352,0.11809349060058771,0.11809349060058594,1.7763568394002505e-15,0.11809349060058594,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,5,1,24,c1c61cb63ca7ee7eb8a3de3560ba5dfbc89f68df83a32e807712acd9d95a3e89,Ag1 Nd1 Pt1,3,5,False,False,True,0,0,0,0,0,False,-5.122596740722656,0.13743273417155155,0.1374327341715489,2.6645352591003757e-15,0.1374327341715489,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,6,1,32,0dc76eb79c543dd012ba5b57d394e301c6b2ffa95257ed66537b236d620ddb2d,Ag2 Nd1 Pd1,3,5,False,True,True,1,0,1,1,0,False,-4.1505913734436035,0.09622478485107777,0.09622478485107422,3.552713678800501e-15,0.09622478485107422,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,7,1,34,16883bf7bb7ea82a785b48367a57df02e0142ac056c433fef9360d55b764607b,Ag2 Nd1 Pd1,3,5,False,False,True,0,1,1,0,0,False,-4.136629104614258,0.11018705368042347,0.11018705368041992,3.552713678800501e-15,0.11018705368041992,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,8,1,38,20a804bb0bf9d5a906a01dfd521f6b3cdcc513d03c2213827ed86b4d150fdf20,Ag2 Nd1 Pd1,3,5,False,False,True,0,1,1,0,0,False,-4.1255412101745605,0.12127494812012074,0.12127494812011719,3.552713678800501e-15,0.12127494812011719,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,9,1,40,ca1a66858b526aab3869a70950286b88bb08ebc2627fc1e7361f17890fd4a1b0,Ag2 Nd1 Pd1,3,5,False,False,False,0,1,1,0,0,False,-4.122008323669434,0.1248078346252477,0.12480783462524414,3.552713678800501e-15,0.12480783462524414,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,10,1,42,be3ab01cd83685f8d7f39c4645a191df8d247302638f0810ecb77db158cae291,Ag2 Nd1 Pd1,3,5,False,False,False,0,1,1,0,0,False,-4.125535488128662,0.12128067016601918,0.12128067016601562,3.552713678800501e-15,0.12128067016601562,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,11,2,52,5a6c760ce43e680ed033e2345a0b098d78658308c251a88833201ee5b0821a2a,Ag3 Pd1 Tb1,3,5,False,False,True,0,1,1,0,0,False,-3.746510696411133,0.20596847534179652,0.20596847534179652,0.0,0.20596847534179652,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,12,2,56,8e39caa15551efdf613d599e4cf926ce88d53af128db5b1128bda80d661dd5a8,Ag3 Pt1 Tb1,3,5,False,False,True,0,1,1,0,0,False,-4.141262054443359,0.12198715209961186,0.12198715209961009,1.7763568394002505e-15,0.12198715209961009,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,13,2,58,7a64569597d60b637d043f2dbd98de5327f708898391f067d7cd14b939d6a903,Ag2 Nd2 Pd1,3,5,False,False,True,0,1,1,0,0,False,-4.3913013458251955,0.11489944458007528,0.11489944458007795,2.6645352591003757e-15,0.11489944458007795,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,14,2,60,bf10fad73fb01c56313af050a585cacdc57ece73ff27969a67e172befbc94656,Ag3 Nd1 Pt1,3,5,False,True,True,1,1,2,1,0,False,-4.159811401367188,0.0816326141357413,0.08163261413574219,8.881784197001252e-16,0.08163261413574219,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,15,2,66,915761dcbd5079c698541cf36caf74b28682de9bebbac201cb45ac43ba121558,Ag2 Nd2 Pd1,3,5,False,True,False,0,2,2,0,0,False,-4.409996414184571,0.0962043762207001,0.09620437622070277,2.6645352591003757e-15,0.09620437622070277,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,16,2,72,d1c54b60c14136fa9e6e46277c6bf7ba3a86ab81daefcddf67cf91455b5e328e,Ag2 Pt2 Tb1,3,5,False,False,True,0,2,2,0,0,False,-4.948621368408203,0.15111808776855273,0.1511180877685554,2.6645352591003757e-15,0.1511180877685554,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,17,2,74,8d08f166a52d52f2a49c9f56b6170f4191b65669129533e861fc4f59b1927c5e,Ag1 Nd1 Pd1 Pt1,4,5,False,False,True,0,2,2,0,0,False,-5.254920482635498,0.13441832860310932,0.13441832860310843,8.881784197001252e-16,0.13441832860310843,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,18,2,76,970b33a829303876c3e5212b87158c5782feeacda8ac5d8392de755bf0c0bfed,Ag2 Pt2 Tb1,3,5,False,False,False,0,2,2,0,0,False,-4.948612213134766,0.15112724304198988,0.15112724304199254,2.6645352591003757e-15,0.15112724304199254,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,19,2,80,70729977c0472f74dc7994e7d78ff938b242decdc4e9298bb82cb1349d23499b,Ag1 Nd4 Pt1,3,5,False,False,True,0,2,2,0,0,False,-4.935136795043945,0.17001734839545168,0.17001734839545346,1.7763568394002505e-15,0.17001734839545346,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,20,2,84,873c62ef6281aef6ca4b51dad57f73c2a1f3ac8957d872072b13a2b96e7f4563,Pd2 Pt2 Tb1,3,5,False,False,True,0,2,2,0,0,False,-5.947551727294922,0.254611905415854,0.2546119054158531,8.881784197001252e-16,0.2546119054158531,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,21,3,88,9a939ba7446ad7acd0df89385d2d4ea911fb33fa21263c9231c74d6d958a3dba,Ag2 Pt3 Tb1,3,5,False,False,True,0,2,2,0,0,False,-5.150992393493652,0.22786712646484553,0.22786712646484375,1.7763568394002505e-15,0.22786712646484375,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,22,3,90,cb7e979b68d86a5edb7ec68676dcea643e387cbb93c3138933b82a29bab90636,Ag1 Pt1 Tb1,3,5,False,False,True,0,2,2,0,0,False,-5.119743665059407,0.17662779490153202,0.17662779490153024,1.7763568394002505e-15,0.17662779490153024,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,23,3,92,02a118b9947b32a84290c31087a96d28da050555f1dce011199f2d235d76bea3,Ag2 Pt3 Tb1,3,5,False,False,True,0,2,2,0,0,False,-5.152300198872884,0.22655932108561405,0.22655932108561228,1.7763568394002505e-15,0.22655932108561228,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,24,3,96,6db80b7be95e18015594bcabd4c5e946b0bd3a2537f8205d0809d21093a22c95,Ag2 Pt3 Tb1,3,5,False,False,False,0,2,2,0,0,False,-5.152207374572754,0.22665214538574396,0.2266521453857422,1.7763568394002505e-15,0.2266521453857422,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,25,3,102,26501315b8b91eab76cc766b8d606b56f3deda4019c011fdf74f024991ba54c5,Ag5 Pd3 Tb2,3,5,False,True,True,1,2,3,1,0,False,-4.294553756713867,0.0,0,0.0,-0.007160224914550817,0.007160224914550817
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,26,3,106,fc5935965ba1f29ddd70dee25f8796fea906349c76eb1f779d2fba69bbcf077d,Ag5 Pd3 Tb2,3,5,False,True,True,1,3,4,1,0,False,-4.2832801818847654,0.01127357482910174,0.01127357482910174,0.0,0.004113349914550923,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,27,3,110,4326074a986e6969fbadd2fd848d429a23e975e3c9aa0b656d7a255d37618b0e,Ag5 Pd3 Tb2,3,5,False,True,True,1,4,5,1,0,False,-4.248247528076172,0.04630622863769496,0.04630622863769496,0.0,0.03914600372314414,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,28,3,114,27a91deab282f643b02c50b3bcd423340ac77261b5e617549e711a44285697b2,Ag5 Pd3 Tb2,3,5,False,True,True,1,5,6,1,0,False,-4.2716796875,0.022874069213867365,0.022874069213867365,0.0,0.01571384429931655,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,29,3,116,84de5698e60caa1518fdc4c4e553f480fd9b226f2f48c3c1634e49541cf9ee78,Ag5 Pd3 Tb2,3,5,False,False,True,0,6,6,0,0,False,-4.189266204833984,0.10528755187988281,0.10528755187988281,0.0,0.098127326965332,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,30,3,122,b897ccc01186fc80d0992a053efeabdbd9f3e589ee30b7166506efdf51f08490,Ag5 Pd3 Tb2,3,5,False,True,False,0,6,6,0,0,False,-4.271747589111328,0.022806167602539062,0.022806167602539062,0.0,0.015645942687988246,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,31,4,126,85a2af86190a8dc65f785b4c4c61dd053939047af310ea3c9ceeb7b60eeea0b2,Ag3 Nd1 Pd1 Tb2,4,5,False,False,True,0,6,6,0,0,False,-4.162473951067243,0.20011867795671634,0.20011867795671723,8.881784197001252e-16,0.20011867795671723,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,32,4,130,a8215f099b4fea904de68bc3f79875f17284792a9d1c3d5e5ccec1e480ac7e61,Ag3 Nd1 Pd1 Tb2,4,5,False,False,True,0,6,6,0,0,False,-4.216818128313337,0.1457745007106226,0.14577450071062348,8.881784197001252e-16,0.14577450071062348,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,33,4,134,28ea18270ce2255a1fb6e2f6da122b012ca4652176efa741d342b8b63738999e,Ag3 Nd1 Pd2 Tb1,4,5,False,False,True,0,6,6,0,0,False,-4.365682056971958,0.11984270368303473,0.11984270368303562,8.881784197001252e-16,0.11779692513602136,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,34,4,136,e702d8b3ba069574f1cf4f0b5531ff816d0dd72c8a64b768c6278f02e25b7321,Ag5 Nd1 Pd3 Tb1,4,5,False,True,True,1,6,7,1,0,False,-4.185978698730469,0.0968557357788109,0.09685573577880824,2.6645352591003757e-15,0.09685573577880913,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,35,4,140,52d2104432d82a48c969f70f13cf4380a368714ae513ca25ee91cd18328ace2d,Ag4 Nd1 Pd2 Tb1,4,5,False,True,True,1,7,8,1,0,False,-4.2628397941589355,0.002383470535280985,0.0023834705352783203,2.6645352591003757e-15,-0.0005999565124508166,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,36,4,144,d879e65dc31059f682cb94c72724e8604821ef6d1f655af3f16ce7aeaec875e5,Ag6 Nd1 Pd3 Tb1,4,5,False,True,True,1,8,9,1,0,False,-4.053311434659091,0.08686221729625565,0.08686221729625299,2.6645352591003757e-15,0.08686221729625299,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,37,4,146,4e0268a9793a56ee26ec854400e1e106c840dde1f7fa023d8b7fad47cbcecb17,Ag6 Nd1 Pd3 Tb1,4,5,False,False,True,0,9,9,0,0,False,-3.990427537397905,0.1497461145574417,0.14974611455743903,2.6645352591003757e-15,0.14974611455743903,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,38,4,148,bfe7906df6d15533c06a1af93510658b8eaa31a1c05488856021e0a821ebefcd,Ag6 Nd1 Pd3 Tb1,4,5,False,False,True,0,9,9,0,0,False,-4.019274971701882,0.12089868025346462,0.12089868025346195,2.6645352591003757e-15,0.12089868025346195,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,39,4,152,1490c2a48b5aad235227db4ec70af8b72671d8a20eccc57c3c99f1521d7ceddc,Ag6 Nd1 Pd3 Tb1,4,5,False,False,False,0,9,9,0,0,False,-4.019617600874468,0.12055605108087875,0.12055605108087608,2.6645352591003757e-15,0.12055605108087608,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,40,4,156,619c1ec39c43e9c5e808826e020edd7f7a089eaeb3829afcedf01013b2c6f18d,Ag8 Nd1 Pt4 Tb1,4,5,False,False,True,0,9,9,0,0,False,-4.265303747994559,0.1493511199951234,0.1493511199951172,6.217248937900877e-15,0.1493511199951172,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,41,5,158,1dc6f331ae0dc2b5f848bcb8dc0cf83f6bf8cd89dbafb4401e2d6ecd21b7504b,Ag6 Nd1 Pt4 Tb1,4,5,False,False,True,0,9,9,0,0,False,-4.562308311462402,0.13586139678955078,0.13586139678955078,0.0,0.13586139678955078,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,42,5,172,608a752460ceb7d2de9df4e40cb963d41225fc6044b4806bb7ba019b44a8a335,Ag2 Nd1 Pd2 Pt2 Tb1,5,5,True,True,True,1,9,10,1,0,False,-5.323338985443115,0.09094934993319903,0.09094934993320081,1.7763568394002505e-15,0.09094934993320081,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,43,5,176,a4f0ee6a38dad529bc669167100410ef8d9b1e48d79bb3f00a7fc1edb3cc911a,Ag1 Nd1 Pd1 Pt4 Tb1,5,5,True,False,True,0,10,10,0,0,False,-5.9363322257995605,0.12976439793903438,0.12976439793904593,1.1546319456101628e-14,0.12976439793904593,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,44,5,178,5f37a798bbe813c9a204b75d909b7150a848c544d13d9a27709ea65bd70c9aef,Ag2 Nd1 Pd2 Pt3 Tb1,5,5,True,False,True,0,10,10,0,0,False,-5.307861751980251,0.268409870288985,0.26840987028898944,4.440892098500626e-15,0.26840987028898944,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,45,5,182,dade4db6c748cce3b3685c9062c3371bffaae390fb316147eb662c9a5ea60497,Ag3 Nd1 Pd3 Pt2 Tb1,5,5,True,False,True,0,10,10,0,0,False,-5.038480758666992,0.14593086242675568,0.14593086242675746,1.7763568394002505e-15,0.14593086242675746,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,46,5,186,1ee1b7360a20ed7fac95cb41b4eeb0a2c0694549b50218a1642585da0f26c352,Ag2 Nd1 Pd2 Pt3 Tb1,5,5,True,False,True,0,10,10,0,0,False,-5.382817162407769,0.19345445986146714,0.19345445986147158,4.440892098500626e-15,0.19345445986147158,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,47,5,192,a30f60d3f7e39d6aa1e83ce8362c5e3c994c53f5f9efb6ca897640bb5a014bd0,Ag2 Nd1 Pd3 Pt2 Tb1,5,5,True,False,True,0,10,10,0,0,False,-5.272736443413629,0.18621359931097814,0.18621359931097992,1.7763568394002505e-15,0.18621359931097992,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,48,5,196,ab48ca6888cdff2ff7edf9ef5653ee44c58cb6963b452a0dda7ced0736584d0e,Ag2 Nd1 Pd3 Pt4 Tb1,5,5,True,False,True,0,10,10,0,0,False,-5.4443369778719815,0.2095747340809213,0.2095747340809213,0.0,0.2095747340809213,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,49,5,202,85204773f37ac97901f1d3c4ac7485d2dab51b093ebdd03306949b6c1c18ac9c,Ag2 Nd1 Pd4 Pt2 Tb1,5,5,True,False,True,0,10,10,0,0,False,-5.3548320770263675,0.11087118784586103,0.11087118784586547,4.440892098500626e-15,0.11087118784586547,0
budget-final-made-553278be5f273fb812e92e50,baseline,Ag-Nd-Pd-Pt-Tb,1,50,5,206,904db9e85d7527734f1f7dfcc50e73afaa4dea4da5ce716e74f61c33dfe85544,Ag2 Nd1 Pd5 Pt2 Tb1,5,5,True,False,True,0,10,10,0,0,False,-5.341873515735973,0.120347822555396,0.120347822555388,7.993605777301127e-15,0.120347822555388,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,1,1,10,64dddecbb7d4a418cc39e4ea15f14c0abdd7a55df2c604b5459d8beddcbe8a7a,Ag1 Nd1 Pd1 Pt1 Tb1,5,5,True,False,True,0,0,0,0,0,False,-4.300889205932617,1.1910914802551247,1.1910914802551265,1.7763568394002505e-15,1.1910914802551265,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,2,1,16,05f78e05a5cda2f540f15a391621ad1168afe9cb1d07f80207714d4b36980507,Ag2 Nd1 Pd1 Pt1 Tb1,5,5,True,True,True,1,0,1,1,0,False,-4.992568016052246,0.0375269783867731,0.0375269783867731,0.0,0.0375269783867731,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,3,1,22,4731a144ae313bd62ffa4bc1b4df636f665a48b20538fa1dc17e1401852f2288,Ag2 Nd1 Pd1 Pt1 Tb1,5,5,True,False,True,0,1,1,0,0,False,-4.91903018951416,0.11106480492485904,0.11106480492485904,0.0,0.11106480492485904,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,4,1,26,3595b1ab3eaefa443367588a42c602fc2e2d227e5d72ee8e5a37a909d8115ea0,Ag2 Nd1 Pd1 Pt1 Tb1,5,5,True,False,False,0,1,1,0,0,False,-4.918918609619141,0.11117638481987857,0.11117638481987857,0.0,0.11117638481987857,0
budget-final-made-a3a3592adc44012eb5ddeb3a,esopt_graph_risk,Ag-Nd-Pd-Pt-Tb,1,5,1,28,819a2bbb58bb7e78b87521859cde46846807a8aeb57da287d1c8b7250ebd631e,Ag1 Nd1 Pd2 Pt1 Tb1,5,5,True,True,True,1,1,2,1,0,False,-5.504309972127278,0.07280964321560202,0.07280964321560379,1.7763568394002505e-15,0.07280964321560379,0
