job_id,query,HV,HV_gain
additional_v1_test_uq_esopt_5201,1,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,2,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,3,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,4,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,5,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,6,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,7,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,8,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,9,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,10,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,11,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,12,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,13,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,14,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,15,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,16,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,17,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,18,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,19,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,20,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,21,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,22,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,23,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,24,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,25,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,26,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,27,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,28,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,29,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,30,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,31,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,32,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,33,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,34,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,35,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,36,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,37,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,38,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,39,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,40,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,41,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,42,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,43,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,44,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,45,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,46,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,47,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,48,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,49,0.8810117795428745,0.0
additional_v1_test_uq_esopt_5201,50,0.8810117795428745,0.0
