job_id,query_id,kind,risk,proposal_count,invalid_proposals,hv_increment,no_hvi,elapsed_seconds,sty,e_factor
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q000,paired_lhs_initial_design,,0,0,0.0,1,0.30767822265625,4099.784896579846,18.03431516062891
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q001,paired_lhs_initial_design,,0,0,0.0,1,0.2559971809387207,785.575806397979,38.47680943618707
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q002,paired_lhs_initial_design,,0,0,0.0,1,0.23984241485595703,2111.3109642356717,25.139766954270048
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q003,paired_lhs_initial_design,,0,0,0.0,1,0.21956324577331543,2460.3516895246153,11.684231149861231
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q004,paired_lhs_initial_design,,0,0,0.0,1,0.2294156551361084,2665.1399588760646,15.035659848861036
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q005,llm_proposal,0.758046567440033,2,0,0.0,1,108.69330048561096,11559.605121586617,9.756260578228623
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q006,llm_proposal,0.295550674200058,2,0,0.0,1,84.67852020263672,3526.34194633443,12.634087804763787
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q007,llm_proposal,0.1268535554409027,1,0,0.0,1,43.22107696533203,6795.904508414492,11.542732633464457
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q008,llm_proposal,0.29258254170417786,1,0,0.0,1,38.05755043029785,8137.2509217326315,11.341626215118982
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q009,llm_proposal,0.16476869583129883,1,0,0.0,1,37.21172094345093,10515.5917119573,9.748370260490134
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q010,llm_proposal,0.2092658281326294,1,0,0.0,1,34.3465518951416,11559.605121586617,9.756260578228623
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q011,llm_proposal,0.06573446094989777,1,0,0.0,1,34.70692443847656,3098.1355264387335,17.210659674981848
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q012,llm_proposal,0.09371551871299744,1,0,0.0,1,35.84354019165039,6231.874597823075,10.857250196331657
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q013,llm_proposal,0.1636139303445816,1,0,0.0,1,32.61682343482971,10057.269041080976,10.055762815978825
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q014,llm_proposal,0.1056361049413681,1,0,0.0,1,34.359352827072144,10515.5917119573,9.748370260490134
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q015,llm_proposal,0.08687002956867218,1,0,0.0,1,34.29269528388977,7610.7972305284,11.889241198810955
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q016,llm_proposal,0.18931104242801666,1,0,0.0,1,32.69236660003662,6476.023189448257,12.284374260900153
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q017,llm_proposal,0.11176644265651703,1,0,0.0,1,35.104864835739136,1154.6117724575113,30.99524694080834
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q018,llm_proposal,0.12910383939743042,1,0,0.0,1,33.597270011901855,10515.5917119573,9.748370260490134
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q019,llm_proposal,0.21251533925533295,1,0,0.0,1,31.896044969558716,10515.5917119573,9.748370260490134
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q020,llm_proposal,0.08724562078714371,1,0,0.0,1,31.745180130004883,11559.605121586617,9.756260578228623
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q021,llm_proposal,0.06494706124067307,1,0,0.0,1,32.940988063812256,7991.427956623297,10.243612179912798
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q022,llm_proposal,0.06358861178159714,1,0,0.0,1,32.51060247421265,9630.51727782547,9.757446269012698
additional_v1_test_uq_esopt_5201,additional_v1_test_uq_esopt_5201/q023,llm_proposal,0.044192686676979065,1,0,0.0,1,34.65430808067322,10087.567833178115,10.02369641831151
